,Round,Date,Account name,Campaign name,Cost,Impressions,Link clicks,On-Facebook leads
456,5,2024-07-21 00:00:00,Tovuti,Coef - Hot - Lead - IG - CC,51.8,206.00,,
457,6,2024-07-22 00:00:00,Tovuti,Coef - Hot - Lead - FB - CC,105.11,415.00,2,
458,6,2024-07-22 00:00:00,Tovuti,Coef - Hot - Lead - IG - CC,52.74,221.00,,
459,6,2024-07-23 00:00:00,Tovuti,Coef - Cold - Conversion - FB - CC,9.19,167.00,2,
460,6,2024-07-23 00:00:00,Tovuti,Coef - Hot - Lead - FB - CC,110.06,514.00,5,1
461,6,2024-07-23 00:00:00,Tovuti,Coef - Hot - Lead - IG - CC,47.56,217.00,2,1
462,6,2024-07-24 00:00:00,Tovuti,Coef - Cold - Conversion - FB - CC,52,629.00,10,
463,6,2024-07-24 00:00:00,Tovuti,Coef - Cold - Conversion - IG - CC,87,"1,587.00",12,
464,6,2024-07-24 00:00:00,Tovuti,Coef - Hot - Lead - FB - CC,100.14,467.00,5,
465,6,2024-07-24 00:00:00,Tovuti,Coef - Hot - Lead - IG - CC,47.82,248.00,,
466,6,2024-07-24 00:00:00,Tovuti,Coef - Warm - Conversion - FB - CC,16.47,39.00,,
467,6,2024-07-24 00:00:00,Tovuti,Coef - Warm - Conversion - IG - CC,4.28,55.00,1,
468,6,2024-07-25 00:00:00,Tovuti,Coef - Cold - Conversion - FB - CC,181.75,"2,481.00",29,
469,6,2024-07-25 00:00:00,Tovuti,Coef - Cold - Conversion - IG - CC,166.48,"3,365.00",27,
470,6,2024-07-25 00:00:00,Tovuti,Coef - Hot - Lead - FB - CC,88.49,567.00,4,
471,6,2024-07-25 00:00:00,Tovuti,Coef - Hot - Lead - IG - CC,43.43,248.00,,
472,6,2024-07-25 00:00:00,Tovuti,Coef - Warm - Conversion - FB - CC,34.47,284.00,4,
473,6,2024-07-25 00:00:00,Tovuti,Coef - Warm - Conversion - IG - CC,42.4,308.00,3,
474,6,2024-07-26 00:00:00,Tovuti,Coef - Cold - Conversion - FB - CC,46.63,557.00,5,
475,6,2024-07-26 00:00:00,Tovuti,Coef - Cold - Conversion - IG - CC,88.25,"1,050.00",11,
476,6,2024-07-26 00:00:00,Tovuti,Coef - Hot - Lead - FB - CC,95.57,490.00,2,
477,6,2024-07-26 00:00:00,Tovuti,Coef - Hot - Lead - IG - CC,43.5,189.00,,
478,6,2024-07-26 00:00:00,Tovuti,Coef - Warm - Conversion - FB - CC,25.29,174.00,5,
479,6,2024-07-26 00:00:00,Tovuti,Coef - Warm - Conversion - IG - CC,24.31,205.00,3,
480,6,2024-07-27 00:00:00,Tovuti,Coef - Cold - Conversion - FB - CC,33.72,267.00,,
481,6,2024-07-27 00:00:00,Tovuti,Coef - Cold - Conversion - IG - CC,52.76,467.00,5,
482,6,2024-07-27 00:00:00,Tovuti,Coef - Hot - Lead - FB - CC,88.47,512.00,6,
483,6,2024-07-27 00:00:00,Tovuti,Coef - Hot - Lead - IG - CC,42.22,195.00,2,
484,6,2024-07-27 00:00:00,Tovuti,Coef - Warm - Conversion - FB - CC,11.09,118.00,2,
485,6,2024-07-27 00:00:00,Tovuti,Coef - Warm - Conversion - IG - CC,15.4,119.00,1,
486,6,2024-07-28 00:00:00,Tovuti,Coef - Cold - Conversion - FB - CC,32.2,238.00,2,
487,6,2024-07-28 00:00:00,Tovuti,Coef - Cold - Conversion - IG - CC,106.12,846.00,8,
488,6,2024-07-28 00:00:00,Tovuti,Coef - Hot - Lead - FB - CC,103.29,467.00,5,
489,6,2024-07-28 00:00:00,Tovuti,Coef - Hot - Lead - IG - CC,48.68,197.00,1,1
490,6,2024-07-28 00:00:00,Tovuti,Coef - Warm - Conversion - FB - CC,17.15,143.00,1,
491,6,2024-07-28 00:00:00,Tovuti,Coef - Warm - Conversion - IG - CC,27.97,188.00,1,
492,7,2024-07-29 00:00:00,Tovuti,Coef - Cold - Conversion - FB - CC,22.66,245.00,2,
493,7,2024-07-29 00:00:00,Tovuti,Coef - Cold - Conversion - IG - CC,30.4,356.00,4,
494,7,2024-07-29 00:00:00,Tovuti,Coef - Hot - Lead - FB - CC,96.45,573.00,5,
495,7,2024-07-29 00:00:00,Tovuti,Coef - Hot - Lead - IG - CC,43.18,222.00,,
496,7,2024-07-29 00:00:00,Tovuti,Coef - Warm - Conversion - FB - CC,13.48,174.00,2,
497,7,2024-07-29 00:00:00,Tovuti,Coef - Warm - Conversion - IG - CC,15.69,130.00,1,
498,7,2024-07-30 00:00:00,Tovuti,Coef - Cold - Conversion - FB - CC,10.1,127.00,,
499,7,2024-07-30 00:00:00,Tovuti,Coef - Cold - Conversion - IG - CC,9.63,111.00,2,
500,7,2024-07-30 00:00:00,Tovuti,Coef - Hot - Lead - FB - CC,106.55,465.00,2,
501,7,2024-07-30 00:00:00,Tovuti,Coef - Hot - Lead - IG - CC,34.33,183.00,1,
502,7,2024-07-30 00:00:00,Tovuti,Coef - Warm - Conversion - FB - CC,14.7,93.00,1,
503,7,2024-07-30 00:00:00,Tovuti,Coef - Warm - Conversion - IG - CC,5.05,67.00,1,
504,7,2024-07-31 00:00:00,Tovuti,Coef - Cold - Conversion - FB - CC,3.56,28.00,,
505,7,2024-07-31 00:00:00,Tovuti,Coef - Cold - Conversion - IG - CC,1.04,12.00,,
506,7,2024-07-31 00:00:00,Tovuti,Coef - Hot - Lead - FB - CC,103.76,492.00,4,
507,7,2024-07-31 00:00:00,Tovuti,Coef - Hot - Lead - IG - CC,38.58,222.00,,
508,7,2024-07-31 00:00:00,Tovuti,Coef - Warm - Conversion - FB - CC,1.02,14.00,1,
509,7,2024-07-31 00:00:00,Tovuti,Coef - Warm - Conversion - IG - CC,0.36,7.00,,
510,7,2024-08-01 00:00:00,Tovuti,Coef - Cold - Conversion - FB - CC,0.6,11.00,,
511,7,2024-08-01 00:00:00,Tovuti,Coef - Cold - Conversion - IG - CC,0.31,7.00,,
512,7,2024-08-01 00:00:00,Tovuti,Coef - Hot - Lead - FB - CC,50.95,267.00,,
513,7,2024-08-01 00:00:00,Tovuti,Coef - Hot - Lead - IG - CC,20.35,87.00,1,
514,7,2024-08-01 00:00:00,Tovuti,Coef - Warm - Conversion - FB - CC,0.09,2.00,,
515,7,2024-08-01 00:00:00,Tovuti,Coef - Warm - Conversion - IG - CC,0.09,6.00,,
516,7,2024-08-02 00:00:00,,,,,,
517,7,2024-08-03 00:00:00,,,,,,
518,7,2024-08-04 00:00:00,,,,,,
519,8,2024-08-05 00:00:00,,,,,,
520,8,2024-08-06 00:00:00,,,,,,
521,8,2024-08-07 00:00:00,,,,,,
522,8,2024-08-08 00:00:00,,,,,,
523,8,2024-08-09 00:00:00,,,,,,
524,8,2024-08-10 00:00:00,,,,,,
525,8,2024-08-11 00:00:00,,,,,,
526,9,2024-08-12 00:00:00,,,,,,
527,9,2024-08-13 00:00:00,,,,,,
528,9,2024-08-14 00:00:00,,,,,,
