,Round,Date,Account name,Campaign group name,Campaign name,Total spent,Impressions,Clicks,Leads
609,,2024-05-09 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - Enterprise,9.63,155,1,0
610,,2024-05-09 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SLED,0,415,0,0
611,,2024-05-09 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SMB,34.9,493,4,0
612,,2024-05-09 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,2,0
613,,2024-05-10 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - Enterprise,Coef - Lead - Cold - Video - CC - Click - Enterprise,115.22,4125,16,0
614,,2024-05-10 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SLED,Coef - Lead - Cold - Video - CC - Click - SLED,104.55,3312,15,0
615,,2024-05-10 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SMB,Coef - Lead - Cold - Video - CC - Click - SMB,108.49,3019,15,0
616,,2024-05-10 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - Enterprise,75,1060,10,0
617,,2024-05-10 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SLED,10.5,639,2,0
618,,2024-05-10 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SMB,37.29,639,4,0
619,,2024-05-10 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - Enterprise,9.84,374,1,0
620,,2024-05-10 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SLED,23.48,435,3,0
621,,2024-05-10 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SMB,18.62,358,2,0
622,,2024-05-10 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,0,0,2,0
623,,2024-05-10 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,MK Federal Message Ads,0,0,1,0
624,,2024-05-11 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - Enterprise,Coef - Lead - Cold - Video - CC - Click - Enterprise,78.8,3648,12,0
625,,2024-05-11 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SLED,Coef - Lead - Cold - Video - CC - Click - SLED,89.21,2620,13,0
626,,2024-05-11 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SMB,Coef - Lead - Cold - Video - CC - Click - SMB,57.89,1993,8,0
627,,2024-05-11 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - Enterprise,53.63,908,6,0
628,,2024-05-11 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SLED,15.17,468,2,0
629,,2024-05-11 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SMB,17.38,437,2,0
630,,2024-05-11 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - Enterprise,10,355,1,0
631,,2024-05-11 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SLED,18.81,426,2,0
632,,2024-05-11 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SMB,22.73,303,3,0
633,,2024-05-11 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,2,0
634,,2024-05-12 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - Enterprise,Coef - Lead - Cold - Video - CC - Click - Enterprise,33.06,2125,8,0
635,,2024-05-12 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SLED,Coef - Lead - Cold - Video - CC - Click - SLED,59.8,1934,11,0
636,,2024-05-12 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SMB,Coef - Lead - Cold - Video - CC - Click - SMB,41.4,1865,8,0
637,,2024-05-12 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - Enterprise,58.73,764,7,0
638,,2024-05-12 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SLED,56.37,406,7,0
639,,2024-05-12 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SMB,35.88,420,4,0
640,,2024-05-12 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - Enterprise,33.22,484,4,0
641,,2024-05-12 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SLED,19.1,465,2,0
642,,2024-05-12 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SMB,8.71,288,1,0
643,,2024-05-12 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,1,0
644,,2024-05-13 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - Enterprise,Coef - Lead - Cold - Video - CC - Click - Enterprise,122.82,4449,17,0
645,,2024-05-13 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SLED,Coef - Lead - Cold - Video - CC - Click - SLED,103.62,2264,15,0
646,,2024-05-13 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SMB,Coef - Lead - Cold - Video - CC - Click - SMB,88.87,3146,13,0
647,,2024-05-13 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - Enterprise,71.07,562,8,0
648,,2024-05-13 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SLED,42.13,513,5,0
649,,2024-05-13 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SMB,19.98,663,2,1
650,,2024-05-13 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - Enterprise,10,797,1,0
651,,2024-05-13 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SLED,27.35,574,3,0
652,,2024-05-13 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SMB,26.34,326,4,0
653,,2024-05-13 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,MK Federal Message Ads,0,0,1,0
654,,2024-05-14 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - Enterprise,Coef - Lead - Cold - Video - CC - Click - Enterprise,117.16,3693,16,0
655,,2024-05-14 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SLED,Coef - Lead - Cold - Video - CC - Click - SLED,120.72,3081,17,0
656,,2024-05-14 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SMB,Coef - Lead - Cold - Video - CC - Click - SMB,137.13,3256,19,0
657,,2024-05-14 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - Enterprise,0,137,0,0
658,,2024-05-14 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - Enterprise,4.72,183,1,0
659,,2024-05-14 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot - Renurture - Contact,Coef - Lead - Hot - Still - CC - Click - Renurture - Enterprise,0,27,0,0
660,,2024-05-14 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot - Renurture - Contact,Coef - Lead - Hot - Video - CC - Click - Renurture - Enterprise,0,10,0,0
661,,2024-05-14 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - Enterprise,34.4,607,4,0
662,,2024-05-14 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SLED,31.57,560,4,0
663,,2024-05-14 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SMB,47.2,550,5,0
664,,2024-05-14 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - Enterprise,48.81,743,6,0
665,,2024-05-14 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SLED,47.88,547,5,0
666,,2024-05-14 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SMB,27.87,447,3,0
667,,2024-05-14 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,0,0,4,0
668,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - Enterprise,Coef - Lead - Cold - Video - CC - Click - Enterprise,102.23,3393,14,0
669,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SLED,Coef - Lead - Cold - Video - CC - Click - SLED,107.5,2590,15,0
670,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SMB,Coef - Lead - Cold - Video - CC - Click - SMB,91.51,3222,13,0
671,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - Enterprise,6.97,146,1,0
672,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - SLED,0,164,0,0
673,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - Enterprise,30.84,164,5,0
674,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - SLED,19.57,194,3,0
675,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot - Renurture - Contact,Coef - Lead - Hot - Still - CC - Click - Renurture - Enterprise,0,55,0,0
676,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot - Renurture - Contact,Coef - Lead - Hot - Video - CC - Click - Renurture - Enterprise,0,43,0,0
677,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - Enterprise,38.15,577,4,0
678,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SLED,38.79,658,4,0
679,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SMB,36.16,703,4,0
680,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - Enterprise,19.42,744,2,0
681,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SLED,10,441,1,0
682,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SMB,29.36,320,3,0
683,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,0,0,1,0
684,,2024-05-15 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,MK Federal Message Ads,0,0,1,0
685,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - Enterprise,Coef - Lead - Cold - Video - CC - Click - Enterprise,133.27,5919,19,0
686,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SLED,Coef - Lead - Cold - Video - CC - Click - SLED,107.93,3376,16,0
687,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SMB,Coef - Lead - Cold - Video - CC - Click - SMB,112.35,2576,16,0
688,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - Enterprise,7.24,168,1,0
689,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - SLED,13.15,246,2,0
690,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - SMB,14.88,155,2,0
691,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - Enterprise,14.83,267,3,0
692,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - SLED,9.44,274,2,0
693,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - SMB,13.56,162,2,0
694,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot - Renurture - Contact,Coef - Lead - Hot - Still - CC - Click - Renurture - Enterprise,0,97,0,0
695,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot - Renurture - Contact,Coef - Lead - Hot - Video - CC - Click - Renurture - Enterprise,0,40,0,0
696,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - Enterprise,9.73,728,1,0
697,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SLED,28.97,673,3,0
698,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SMB,36.13,729,4,0
699,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - Enterprise,64.11,556,7,0
700,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SLED,37.13,418,4,0
701,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SMB,18.38,385,2,0
702,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,0,0,6,0
703,,2024-05-16 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,MK Federal Message Ads,0,0,1,0
704,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - Enterprise,Coef - Lead - Cold - Video - CC - Click - Enterprise,108.53,7571,16,0
705,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SLED,Coef - Lead - Cold - Video - CC - Click - SLED,78.54,3394,12,0
706,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SMB,Coef - Lead - Cold - Video - CC - Click - SMB,99.17,3583,14,0
707,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - Enterprise,12.61,204,2,0
708,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - SLED,12.63,300,2,0
709,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - SMB,20.18,140,3,0
710,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - Enterprise,16.14,313,3,0
711,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - SLED,44.88,249,7,0
712,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - SMB,28.32,137,4,0
713,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot - Renurture - Contact,Coef - Lead - Hot - Still - CC - Click - Renurture - Enterprise,0,92,0,0
714,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot - Renurture - Contact,Coef - Lead - Hot - Video - CC - Click - Renurture - Enterprise,0,37,0,0
715,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - Enterprise,53.9,726,6,0
716,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SLED,63.73,537,7,0
717,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SMB,56.35,684,6,0
718,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - Enterprise,75,464,8,0
719,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SLED,36.19,522,4,0
720,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SMB,26.16,345,3,0
721,,2024-05-17 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,0,0,3,0
722,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - Enterprise,Coef - Lead - Cold - Video - CC - Click - Enterprise,84.93,2636,12,0
723,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SLED,Coef - Lead - Cold - Video - CC - Click - SLED,72.97,2797,11,0
724,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SMB,Coef - Lead - Cold - Video - CC - Click - SMB,89.6,3669,13,0
725,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - Enterprise,19.33,222,3,0
726,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - SLED,18.46,334,3,0
727,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - SMB,0,136,0,0
728,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - Enterprise,13.3,260,2,0
729,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - SLED,11.71,299,2,0
730,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - SMB,38.1,168,6,0
731,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot - Renurture - Contact,Coef - Lead - Hot - Still - CC - Click - Renurture - Enterprise,9.47,73,1,0
732,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot - Renurture - Contact,Coef - Lead - Hot - Video - CC - Click - Renurture - Enterprise,9.32,29,1,0
733,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - Enterprise,28.1,996,3,0
734,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SLED,9.78,748,1,0
735,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SMB,42.45,542,5,0
736,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - Enterprise,54.5,760,6,0
737,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SLED,17.81,466,2,0
738,,2024-05-18 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SMB,33.74,363,4,0
739,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - Enterprise,Coef - Lead - Cold - Video - CC - Click - Enterprise,31.06,2154,8,0
740,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SLED,Coef - Lead - Cold - Video - CC - Click - SLED,98.55,2856,14,1
741,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SMB,Coef - Lead - Cold - Video - CC - Click - SMB,81.37,1981,13,0
742,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - Enterprise,20.6,204,3,1
743,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - SLED,25.37,253,4,0
744,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - SMB,19.98,175,3,0
745,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - Enterprise,31.58,196,5,0
746,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - SLED,13.63,314,2,0
747,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - SMB,0,166,0,0
748,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot - Renurture - Contact,Coef - Lead - Hot - Still - CC - Click - Renurture - Enterprise,36.22,60,4,0
749,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot - Renurture - Contact,Coef - Lead - Hot - Video - CC - Click - Renurture - Enterprise,0,46,0,0
750,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - Enterprise,54.4,935,6,0
751,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SLED,13.02,730,2,0
752,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SMB,40.54,512,5,0
753,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - Enterprise,19.06,1001,2,0
754,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SLED,25.29,388,3,0
755,,2024-05-19 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SMB,29.08,335,3,0
756,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - Enterprise,Coef - Lead - Cold - Video - CC - Click - Enterprise,117.45,3088,16,0
757,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SLED,Coef - Lead - Cold - Video - CC - Click - SLED,105.07,2944,15,0
758,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SMB,Coef - Lead - Cold - Video - CC - Click - SMB,112.5,2565,16,0
759,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - Enterprise,0,271,0,0
760,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - SLED,13.09,249,3,0
761,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - SMB,14.33,234,2,0
762,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - Enterprise,31.36,260,5,0
763,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - SLED,21.85,309,4,0
764,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Video - CC - Click - SMB,26.35,216,4,0
765,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot - Renurture - Contact,Coef - Lead - Hot - Still - CC - Click - Renurture - Enterprise,7.51,103,1,0
766,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot - Renurture - Contact,Coef - Lead - Hot - Video - CC - Click - Renurture - Enterprise,0,35,0,0
767,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - Enterprise,33.38,1049,4,0
768,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SLED,37.75,556,5,0
769,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Still - CC - Click - SMB,53.13,698,6,0
770,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - Enterprise,46.48,1198,5,0
771,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SLED,23.79,654,3,0
772,,2024-05-20 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Warm,Coef - Lead - Warm - Video - CC - Click - SMB,53.56,433,6,0
773,,2024-05-21 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - Enterprise,Coef - Lead - Cold - Video - CC - Click - Enterprise,114.94,3178,16,0
774,,2024-05-21 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SLED,Coef - Lead - Cold - Video - CC - Click - SLED,110.55,3238,16,0
775,,2024-05-21 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Cold - SMB,Coef - Lead - Cold - Video - CC - Click - SMB,106.21,4258,15,0
776,,2024-05-21 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - Enterprise,19.88,291,3,0
777,,2024-05-21 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - SLED,13.42,261,3,0
778,,2024-05-21 00:00:00,Tovuti LinkedIn Ad Account,Coef - Lead - Hot,Coef - Lead - Hot - Still - CC - Click - SMB,28.22,284,4,0
