,Round,Date,Account name,Campaign group name,Campaign name,Total spent,Impressions,Clicks,Leads
0,,2024-02-01 00:00:00,Tovuti LinkedIn Ad Account,"Boost_Post_Website Visits_Feb 1, 2024",Feb 8 SMB Live Demo [Boost],134.04,3345,9,0
1,,2024-02-01 00:00:00,Tovuti LinkedIn Ad Account,Lead Gen Campaign. ,Lead Gen Form Campaign V 1.0,38.7,124,1,0
2,,2024-02-01 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,75.36,208,109,0
3,,2024-02-01 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,9,0
4,,2024-02-01 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,5,0
5,,2024-02-01 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 8 SMB Live Demo,63.84,639,7,0
6,,2024-02-01 00:00:00,Tovuti LinkedIn Ad Account,Webinar Lead Gen,Feb 8 SMB Live Demo [Lead Form],126.12,720,5,0
7,,2024-02-02 00:00:00,Tovuti LinkedIn Ad Account,"Boost_Post_Website Visits_Feb 1, 2024",Feb 8 SMB Live Demo [Boost],131.39,3112,10,0
8,,2024-02-02 00:00:00,Tovuti LinkedIn Ad Account,Lead Gen Campaign. ,Lead Gen Form Campaign V 1.0,46.04,72,1,0
9,,2024-02-02 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,73.08,215,131,0
10,,2024-02-02 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,6,0
11,,2024-02-02 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,3,0
12,,2024-02-02 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,Ent/Fed Ondemand [Nov 9 Live],115.48,36663,57,0
13,,2024-02-02 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,SMB Ondemand [Dec 21 Live],106.67,18883,100,0
14,,2024-02-02 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 8 SMB Live Demo,57.84,497,1,0
15,,2024-02-02 00:00:00,Tovuti LinkedIn Ad Account,Webinar Lead Gen,Feb 8 SMB Live Demo [Lead Form],119.33,643,5,0
16,,2024-02-03 00:00:00,Tovuti LinkedIn Ad Account,"Boost_Post_Website Visits_Feb 1, 2024",Feb 8 SMB Live Demo [Boost],96.96,1590,3,0
17,,2024-02-03 00:00:00,Tovuti LinkedIn Ad Account,Lead Gen Campaign. ,Lead Gen Form Campaign V 1.0,24.12,38,1,0
18,,2024-02-03 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,53.38,120,56,0
19,,2024-02-03 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,2,0
20,,2024-02-03 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,1,0
21,,2024-02-03 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,Ent/Fed Ondemand [Nov 9 Live],92.05,14315,61,0
22,,2024-02-03 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,SMB Ondemand [Dec 21 Live],80.41,21609,164,0
23,,2024-02-03 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 8 SMB Live Demo,44.39,397,1,0
24,,2024-02-03 00:00:00,Tovuti LinkedIn Ad Account,Webinar Lead Gen,Feb 8 SMB Live Demo [Lead Form],86.7,355,0,0
25,,2024-02-04 00:00:00,Tovuti LinkedIn Ad Account,"Boost_Post_Website Visits_Feb 1, 2024",Feb 8 SMB Live Demo [Boost],89.76,1060,2,0
26,,2024-02-04 00:00:00,Tovuti LinkedIn Ad Account,Lead Gen Campaign. ,Lead Gen Form Campaign V 1.0,26.53,43,0,0
27,,2024-02-04 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,49.42,112,61,0
28,,2024-02-04 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,1,0
29,,2024-02-04 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,1,0
30,,2024-02-04 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,Ent/Fed Ondemand [Nov 9 Live],75.6,13406,52,0
31,,2024-02-04 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,SMB Ondemand [Dec 21 Live],74.62,20959,178,0
32,,2024-02-04 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 8 SMB Live Demo,38.85,165,2,0
33,,2024-02-04 00:00:00,Tovuti LinkedIn Ad Account,Webinar Lead Gen,Feb 8 SMB Live Demo [Lead Form],74.31,296,2,0
34,,2024-02-05 00:00:00,Tovuti LinkedIn Ad Account,"Boost_Post_Website Visits_Feb 1, 2024",Feb 8 SMB Live Demo [Boost],130.41,1617,6,0
35,,2024-02-05 00:00:00,Tovuti LinkedIn Ad Account,Lead Gen Campaign. ,Lead Gen Form Campaign V 1.0,49.66,69,0,0
36,,2024-02-05 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,70.51,192,152,0
37,,2024-02-05 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,5,0
38,,2024-02-05 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,5,0
39,,2024-02-05 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,Ent/Fed Ondemand [Nov 9 Live],113.18,20035,64,0
40,,2024-02-05 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,SMB Ondemand [Dec 21 Live],111.56,26447,184,0
41,,2024-02-05 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 8 SMB Live Demo,58.27,411,0,0
42,,2024-02-05 00:00:00,Tovuti LinkedIn Ad Account,Webinar Lead Gen,Feb 8 SMB Live Demo [Lead Form],119.49,474,4,0
43,,2024-02-05 00:00:00,Tovuti LinkedIn Ad Account,eGuide Landing Page Gated,eGuide Landing Page Gated,55.85,9972,81,0
44,,2024-02-06 00:00:00,Tovuti LinkedIn Ad Account,"Boost_Post_Website Visits_Feb 1, 2024",Feb 8 SMB Live Demo [Boost],150.17,2081,7,0
45,,2024-02-06 00:00:00,Tovuti LinkedIn Ad Account,Lead Gen Campaign. ,Lead Gen Form Campaign V 1.0,48.97,83,0,0
46,,2024-02-06 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,82.23,217,164,0
47,,2024-02-06 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,6,0
48,,2024-02-06 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,3,0
49,,2024-02-06 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,Ent/Fed Ondemand [Nov 9 Live],129.02,23889,119,0
50,,2024-02-06 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,SMB Ondemand [Dec 21 Live],122.7,26789,168,0
51,,2024-02-06 00:00:00,Tovuti LinkedIn Ad Account,The Ultimate LMS Buyer's Guide,eGuide Lead Gen Ads,63.5,526,1,0
52,,2024-02-06 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,26.22,378,0,0
53,,2024-02-06 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 8 SMB Live Demo,66.47,541,1,0
54,,2024-02-06 00:00:00,Tovuti LinkedIn Ad Account,Webinar Lead Gen,Feb 8 SMB Live Demo [Lead Form],132.65,477,1,0
55,,2024-02-06 00:00:00,Tovuti LinkedIn Ad Account,eGuide Landing Page Gated,eGuide Landing Page Gated,61.85,17935,119,0
56,,2024-02-07 00:00:00,Tovuti LinkedIn Ad Account,"Boost_Post_Website Visits_Feb 1, 2024",Feb 8 SMB Live Demo [Boost],137.55,1974,0,0
57,,2024-02-07 00:00:00,Tovuti LinkedIn Ad Account,Lead Gen Campaign. ,Lead Gen Form Campaign V 1.0,52.68,98,1,0
58,,2024-02-07 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,78.45,203,184,0
59,,2024-02-07 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,7,0
60,,2024-02-07 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,5,0
61,,2024-02-07 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,Ent/Fed Ondemand [Nov 9 Live],118.6,19961,141,0
62,,2024-02-07 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,SMB Ondemand [Dec 21 Live],121.37,24488,194,0
63,,2024-02-07 00:00:00,Tovuti LinkedIn Ad Account,The Ultimate LMS Buyer's Guide,eGuide Lead Gen Ads,66.42,434,0,0
64,,2024-02-07 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,104.66,1396,4,0
65,,2024-02-07 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 8 SMB Live Demo,63.81,586,0,0
66,,2024-02-07 00:00:00,Tovuti LinkedIn Ad Account,Webinar Lead Gen,Feb 8 SMB Live Demo [Lead Form],129.19,672,4,0
67,,2024-02-07 00:00:00,Tovuti LinkedIn Ad Account,eGuide Landing Page Gated,eGuide Landing Page Gated,62.35,10966,88,0
68,,2024-02-08 00:00:00,Tovuti LinkedIn Ad Account,"Boost_Post_Website Visits_Feb 1, 2024",Feb 8 SMB Live Demo [Boost],129.72,1231,4,0
69,,2024-02-08 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,77.07,198,152,0
70,,2024-02-08 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,3,0
71,,2024-02-08 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,1,0
72,,2024-02-08 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,Ent/Fed Ondemand [Nov 9 Live],113.28,34916,159,0
73,,2024-02-08 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,SMB Ondemand [Dec 21 Live],113.81,22732,193,0
74,,2024-02-08 00:00:00,Tovuti LinkedIn Ad Account,The Ultimate LMS Buyer's Guide,eGuide Lead Gen Ads,64.71,339,1,0
75,,2024-02-08 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,101.18,806,3,0
76,,2024-02-08 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 8 SMB Live Demo,58.98,349,2,0
77,,2024-02-08 00:00:00,Tovuti LinkedIn Ad Account,Webinar Lead Gen,Feb 8 SMB Live Demo [Lead Form],121.12,481,6,0
78,,2024-02-08 00:00:00,Tovuti LinkedIn Ad Account,eGuide Landing Page Gated,eGuide Landing Page Gated,60.1,12067,71,0
79,,2024-02-09 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,73.9,187,144,0
80,,2024-02-09 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Enterprise Message Ads,0,0,1,0
81,,2024-02-09 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,3,0
82,,2024-02-09 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,1,0
83,,2024-02-09 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,Ent/Fed Ondemand [Nov 9 Live],102.77,33090,196,0
84,,2024-02-09 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,SMB Ondemand [Dec 21 Live],102.62,22835,155,0
85,,2024-02-09 00:00:00,Tovuti LinkedIn Ad Account,The Ultimate LMS Buyer's Guide,eGuide Lead Gen Ads,55.81,360,0,0
86,,2024-02-09 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,93.96,988,6,0
87,,2024-02-09 00:00:00,Tovuti LinkedIn Ad Account,eGuide Landing Page Gated,eGuide Landing Page Gated,49.61,8637,49,0
88,,2024-02-10 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,59.05,152,102,0
89,,2024-02-10 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Enterprise Message Ads,0,0,1,0
90,,2024-02-10 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,1,0
91,,2024-02-10 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,2,0
92,,2024-02-10 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,Ent/Fed Ondemand [Nov 9 Live],96.52,22632,116,0
93,,2024-02-10 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,SMB Ondemand [Dec 21 Live],78.66,17637,114,0
94,,2024-02-10 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,70.03,542,0,0
95,,2024-02-10 00:00:00,Tovuti LinkedIn Ad Account,[Boost] Corporate Learning Paths | ENT Live Demo Feb 22,Corporate Learning Paths,90.15,2486,7,0
96,,2024-02-11 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,50.11,121,86,0
97,,2024-02-11 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,1,0
98,,2024-02-11 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,Ent/Fed Ondemand [Nov 9 Live],67.6,11322,66,0
99,,2024-02-11 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,SMB Ondemand [Dec 21 Live],63.61,10791,55,0
100,,2024-02-11 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,65,436,0,0
101,,2024-02-11 00:00:00,Tovuti LinkedIn Ad Account,[Boost] Corporate Learning Paths | ENT Live Demo Feb 22,Corporate Learning Paths,85.42,1564,5,0
102,,2024-02-12 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,70.67,182,146,0
103,,2024-02-12 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,4,0
104,,2024-02-12 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,2,0
105,,2024-02-12 00:00:00,Tovuti LinkedIn Ad Account,Ondemand Webinar,Ent/Fed Ondemand [Nov 9 Live],0,2,0,0
106,,2024-02-12 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,93.73,618,1,0
107,,2024-02-12 00:00:00,Tovuti LinkedIn Ad Account,[Boost] Corporate Learning Paths | ENT Live Demo Feb 22,Corporate Learning Paths,119.79,786,3,0
108,,2024-02-13 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,80.12,211,175,0
109,,2024-02-13 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,4,0
110,,2024-02-13 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,MK Federal Message Ads,1.85,8,0,0
111,,2024-02-13 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,108.2,719,1,0
112,,2024-02-13 00:00:00,Tovuti LinkedIn Ad Account,[Boost] Corporate Learning Paths | ENT Live Demo Feb 22,Corporate Learning Paths,137.54,2183,7,0
113,,2024-02-14 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,80.11,212,152,0
114,,2024-02-14 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,7,0
115,,2024-02-14 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,3,0
116,,2024-02-14 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,MK Federal Message Ads,13.55,62,21,0
117,,2024-02-14 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,107.58,761,3,0
118,,2024-02-14 00:00:00,Tovuti LinkedIn Ad Account,[Boost] Corporate Learning Paths | ENT Live Demo Feb 22,Corporate Learning Paths,134.06,2515,3,0
119,,2024-02-15 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,77.86,200,166,0
120,,2024-02-15 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,1,0
121,,2024-02-15 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,3,0
122,,2024-02-15 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,MK Federal Message Ads,23.57,103,37,0
123,,2024-02-15 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,173.48,1323,8,0
124,,2024-02-15 00:00:00,Tovuti LinkedIn Ad Account,[Boost] Corporate Learning Paths | ENT Live Demo Feb 22,Corporate Learning Paths,132.12,1868,3,0
125,,2024-02-16 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED Single Image Ads,34.64,770,1,0
126,,2024-02-16 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED Video Ads,34.36,935,3,0
127,,2024-02-16 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 2.0 (Document Ads),FED Document Ad 1,31.61,351,0,0
128,,2024-02-16 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,75.91,195,163,0
129,,2024-02-16 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,3,0
130,,2024-02-16 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,1,0
131,,2024-02-16 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,MK Federal Message Ads,19.22,88,43,0
132,,2024-02-16 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,167.47,1294,3,0
133,,2024-02-16 00:00:00,Tovuti LinkedIn Ad Account,[Boost] Corporate Learning Paths | ENT Live Demo Feb 22,Corporate Learning Paths,120.96,2006,6,0
134,,2024-02-17 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED Single Image Ads,26.91,185,0,0
135,,2024-02-17 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED Video Ads,29.74,243,2,0
136,,2024-02-17 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 2.0 (Document Ads),FED Document Ad 1,25.46,111,2,0
137,,2024-02-17 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,52.67,131,95,0
138,,2024-02-17 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,1,0
139,,2024-02-17 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,2,0
140,,2024-02-17 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,MK Federal Message Ads,15.13,63,25,0
141,,2024-02-17 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,115.93,1204,5,0
142,,2024-02-17 00:00:00,Tovuti LinkedIn Ad Account,[Boost] Corporate Learning Paths | ENT Live Demo Feb 22,Corporate Learning Paths,90.31,1461,2,0
143,,2024-02-18 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED Single Image Ads,22.75,36,0,0
144,,2024-02-18 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED Video Ads,24.18,42,1,0
145,,2024-02-18 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 2.0 (Document Ads),FED Document Ad 1,23.36,143,0,0
146,,2024-02-18 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,46.57,117,90,0
147,,2024-02-18 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Enterprise Message Ads,0,0,1,0
148,,2024-02-18 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,MK Federal Message Ads,11.68,51,28,0
149,,2024-02-18 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,98.12,517,1,0
150,,2024-02-18 00:00:00,Tovuti LinkedIn Ad Account,[Boost] Corporate Learning Paths | ENT Live Demo Feb 22,Corporate Learning Paths,78.39,1041,5,0
151,,2024-02-19 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED Single Image Ads,35.53,49,0,0
152,,2024-02-19 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED Video Ads,35.45,46,2,0
153,,2024-02-19 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 2.0 (Document Ads),FED Document Ad 1,37.88,176,0,0
154,,2024-02-19 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,71.76,192,161,0
155,,2024-02-19 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,2,0
156,,2024-02-19 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,1,0
157,,2024-02-19 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,MK Federal Message Ads,15.8,73,34,0
158,,2024-02-19 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,160.51,1543,1,0
159,,2024-02-19 00:00:00,Tovuti LinkedIn Ad Account,[Boost] Corporate Learning Paths | ENT Live Demo Feb 22,Corporate Learning Paths,121.36,1501,4,0
160,,2024-02-20 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED Single Image Ads,41.49,84,0,0
161,,2024-02-20 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED Video Ads,40.64,67,0,0
162,,2024-02-20 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 2.0 (Document Ads),FED Document Ad 1,38.85,349,2,0
163,,2024-02-20 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,78.41,212,175,0
164,,2024-02-20 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Enterprise Message Ads,0,0,1,0
165,,2024-02-20 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,2,0
166,,2024-02-20 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,2,0
167,,2024-02-20 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,MK Federal Message Ads,24.81,113,52,0
168,,2024-02-20 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,176.8,1201,3,0
169,,2024-02-20 00:00:00,Tovuti LinkedIn Ad Account,[Boost] Corporate Learning Paths | ENT Live Demo Feb 22,Corporate Learning Paths,134.21,2139,4,0
170,,2024-02-21 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED & ENT Feb 22 Live Demo,36.28,910,3,0
171,,2024-02-21 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED Single Image Ads,39.05,70,0,0
172,,2024-02-21 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED Video Ads,37.95,56,0,0
173,,2024-02-21 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 2.0 (Document Ads),FED Document Ad 1,37.56,369,3,0
174,,2024-02-21 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,77.04,218,169,0
175,,2024-02-21 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Enterprise Message Ads,0,0,1,0
176,,2024-02-21 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,4,0
177,,2024-02-21 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,MK Federal Message Ads,17.51,76,48,0
178,,2024-02-21 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,170.34,1730,3,0
179,,2024-02-21 00:00:00,Tovuti LinkedIn Ad Account,[Boost] Corporate Learning Paths | ENT Live Demo Feb 22,Corporate Learning Paths,131.07,2095,2,0
180,,2024-02-22 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED & ENT Feb 22 Live Demo,38.59,227,0,0
181,,2024-02-22 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED Single Image Ads,38.65,72,0,0
182,,2024-02-22 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED Video Ads,37.83,62,0,0
183,,2024-02-22 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 2.0 (Document Ads),FED Document Ad 1,37.08,330,2,0
184,,2024-02-22 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,ENT Message AD Rob V2.0,76.19,194,168,0
185,,2024-02-22 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Enterprise Message Ads,0,0,1,0
186,,2024-02-22 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Federal Message Ads,0,0,2,0
187,,2024-02-22 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,Jan 18th Webinar Message Invite,0,0,3,0
188,,2024-02-22 00:00:00,Tovuti LinkedIn Ad Account,Message Ad Group V 1.0,MK Federal Message Ads,18.96,84,53,0
189,,2024-02-22 00:00:00,Tovuti LinkedIn Ad Account,Tovuti Live Demo Webinar,Feb 22 Enterprise and Federal Live Demo,166.17,1515,5,0
190,,2024-02-22 00:00:00,Tovuti LinkedIn Ad Account,[Boost] Corporate Learning Paths | ENT Live Demo Feb 22,Corporate Learning Paths,69.55,975,1,0
191,,2024-02-23 00:00:00,Tovuti LinkedIn Ad Account,Federal Campaign V 1.0,FED & ENT Feb 22 Live Demo,36.5,194,1,0
